"id","business_name","phone","business_page","category","website","address","rating","keyword","place"
"471057073","Lantana Development Co Inc","(310) 474-3666","https://www.yellowpages.com/los-angeles-ca/mip/lantana-development-co-inc-471057073?lid=471057073","Real Estate Developers,Home Builders","http://lantanadevelopment.com","10801 National Blvd Ste 300Los Angeles, CA 90064","","development","Los+Angeles,+CA"
"30936395","ATLAS CONSTRUCTION GROUP,INC.","(310) 957-2088","https://www.yellowpages.com/los-angeles-ca/mip/atlas-construction-group-inc-30936395?lid=30936395","Real Estate Developers","","2735 Westwood BlvdLos Angeles, CA 90064","","development","Los+Angeles,+CA"
"471920962","GFO Companies","(323) 356-2551","https://www.yellowpages.com/los-angeles-ca/mip/gfo-companies-471920962?lid=471920962","Real Estate Developers","http://www.gfocompanies.com","510 W 6th St Ste 922Los Angeles, CA 90014","","development","Los+Angeles,+CA"
"455262651","Invision Investment Group","(213) 291-8838","https://www.yellowpages.com/los-angeles-ca/mip/invision-investment-group-455262651?lid=455262651","Real Estate Developers","","556 Towne AveLos Angeles, CA 90013","","development","Los+Angeles,+CA"
"451615451","Zelman Development Co","(213) 533-8100","https://www.yellowpages.com/los-angeles-ca/mip/zelman-development-co-451615451?lid=451615451","Real Estate Developers","http://zelman.com","515 S Figueroa St Ste 1230Los Angeles, CA 90071","","development","Los+Angeles,+CA"
"462024601","Tamkin Development Corp","(310) 575-9447","https://www.yellowpages.com/los-angeles-ca/mip/tamkin-development-corp-462024601?lid=462024601","Real Estate Developers","http://www.tamkin.com","11755 Wilshire BlvdLos Angeles, CA 90025","","development","Los+Angeles,+CA"
"457320837","Economic Development Corp","(213) 622-4300","https://www.yellowpages.com/los-angeles-ca/mip/economic-development-corp-457320837?lid=457320837","Real Estate Developers","https://www.laedc.org","444 S Flower StLos Angeles, CA 90071","","development","Los+Angeles,+CA"
"16505169","The Bakewell Company","(323) 291-6803","https://www.yellowpages.com/los-angeles-ca/mip/the-bakewell-company-16505169?lid=16505169","Real Estate Developers","http://bakewellco.com","3800 Crenshaw BlvdLos Angeles, CA 90008","","development","Los+Angeles,+CA"
"474174654","Gui Jiang Development Company Limited","(213) 620-9598","https://www.yellowpages.com/los-angeles-ca/mip/gui-jiang-development-company-limited-474174654?lid=474174654","Real Estate Developers,Hotels","","711 N Main StLos Angeles, CA 90012","","development","Los+Angeles,+CA"
"23100508","G H Palmer Assoc","(213) 346-9796","https://www.yellowpages.com/los-angeles-ca/mip/g-h-palmer-assoc-23100508?lid=23100508","Real Estate Developers","http://www.ghpalmer.com","924 W Sunset BlvdLos Angeles, CA 90012","","development","Los+Angeles,+CA"
"16801341","Hong Kong Land & Development","(310) 471-9500","https://www.yellowpages.com/los-angeles-ca/mip/hong-kong-land-development-16801341?lid=16801341","Real Estate Developers","http://hongandhong.com","10877 Wilshire Blvd Ste 101Los Angeles, CA 90024","","development","Los+Angeles,+CA"
"11056717","Cypress Land Co","(310) 208-0157","https://www.yellowpages.com/los-angeles-ca/mip/cypress-land-co-11056717?lid=11056717","Real Estate Developers","http://cypressland.com","10940 Wilshire Blvd Ste 1900Los Angeles, CA 90024","","development","Los+Angeles,+CA"
"533118895","Century West Properties","(310) 477-0627","https://www.yellowpages.com/los-angeles-ca/mip/century-west-properties-533118895?lid=533118895","Real Estate Developers,Home Builders","http://rentcwp.com","12327 Santa Monica Blvd Ste 101Los Angeles, CA 90025","10","development","Los+Angeles,+CA"
"8977599","E S V Prime Construction Specialists Inc.","(888) 284-5395","https://www.yellowpages.com/los-angeles-ca/mip/e-s-v-prime-construction-specialists-inc-8977599?lid=8977599","Real Estate Developers","http://esvconstruction.com","3330 Barham Blvd Ste 103Los Angeles, CA 90068","1","development","Los+Angeles,+CA"
"518428997","A and A Construction and Development LLC","(424) 345-0260","https://www.yellowpages.com/los-angeles-ca/mip/a-and-a-construction-and-development-llc-518428997?lid=518428997","Real Estate Developers","","738 S Los Angeles StLos Angeles, CA 90014","1","development","Los+Angeles,+CA"
"437693","LA Real Estate Developers","(213) 481-1669","https://www.yellowpages.com/los-angeles-ca/mip/la-real-estate-developers-437693?lid=437693","Real Estate Developers","","329 Witmer StLos Angeles, CA 90017","1","development","Los+Angeles,+CA"
"22197503","Abode Communities","(213) 629-2702","https://www.yellowpages.com/los-angeles-ca/mip/abode-communities-22197503?lid=22197503","Real Estate Developers","http://www.abodecommunities.org","701 E 3rd St Ste 400Los Angeles, CA 90013","","development","Los+Angeles,+CA"
"530198265","Discount Homes LA","(888) 316-2324","https://www.yellowpages.com/los-angeles-ca/mip/discount-homes-la-530198265?lid=530198265","Real Estate Developers","http://www.discounthomesla.com","3183 Wilshire BlvdLos Angeles, CA 90010","","development","Los+Angeles,+CA"
"481603783","A Community of Freinds","(213) 480-0809","https://www.yellowpages.com/los-angeles-ca/mip/a-community-of-freinds-481603783?lid=481603783","Real Estate Developers,Home Builders","http://www.acof.org","3701 Wilshire Blvd Ste 700Los Angeles, CA 90010","","development","Los+Angeles,+CA"
"505568894","Rentbolt.Com","(310) 980-3868","https://www.yellowpages.com/los-angeles-ca/mip/rentbolt-com-505568894?lid=505568894","Real Estate Developers","","1134 N Sycamore Ave Apt 113Los Angeles, CA 90038","","development","Los+Angeles,+CA"
"13367087","Covenant Building and Development Corporation","(323) 228-4343","https://www.yellowpages.com/los-angeles-ca/mip/covenant-building-and-development-corporation-13367087?lid=13367087","Real Estate Developers","","6754 S Garth AveLos Angeles, CA 90056","","development","Los+Angeles,+CA"
"546093126","Royal Town Development","(424) 238-7400","https://www.yellowpages.com/los-angeles-ca/mip/royal-town-development-546093126?lid=546093126","Real Estate Developers","https://www.royaltowndevelopment.com/howitworks","10401 Venice BlvdLos Angeles, CA 90034","","development","Los+Angeles,+CA"
"22928638","Rosner Carnegie Executive Offices","(888) 552-5459","https://www.yellowpages.com/los-angeles-ca/mip/rosner-carnegie-executive-offices-22928638?lid=22928638","Real Estate Developers,Apartments","","2029 Century Park ELos Angeles, CA 90067","","development","Los+Angeles,+CA"
"470154007","Almond Valley Group","(310) 675-0689","https://www.yellowpages.com/los-angeles-ca/mip/almond-valley-group-470154007?lid=470154007","Real Estate Developers","","5757 W Century BlvdLos Angeles, CA 90045","","development","Los+Angeles,+CA"
"525905669","T J Development","(626) 233-7283","https://www.yellowpages.com/los-angeles-ca/mip/t-j-development-525905669?lid=525905669","Real Estate Developers","","250 E 1st St Ste 402Los Angeles, CA 90012","","development","Los+Angeles,+CA"
"1560512","Taira Services Corp","(213) 620-0764","https://www.yellowpages.com/los-angeles-ca/mip/taira-services-corp-1560512?lid=1560512","Real Estate Developers","","200 S San Pedro StLos Angeles, CA 90012","","development","Los+Angeles,+CA"
"474970430","Landwill","(213) 625-0188","https://www.yellowpages.com/los-angeles-ca/mip/landwill-474970430?lid=474970430","Real Estate Developers","","304 S BroadwayLos Angeles, CA 90013","","development","Los+Angeles,+CA"
"3006786","Tcd Development","(213) 620-0845","https://www.yellowpages.com/los-angeles-ca/mip/tcd-development-3006786?lid=3006786","Real Estate Developers","","267 S San Pedro StLos Angeles, CA 90012","","development","Los+Angeles,+CA"
"461785261","Assetas Development","(213) 625-1239","https://www.yellowpages.com/los-angeles-ca/mip/assetas-development-461785261?lid=461785261","Real Estate Developers","","434 S Grand AveLos Angeles, CA 90071","","development","Los+Angeles,+CA"
"30385005","L&H General Partnership","(213) 625-5811","https://www.yellowpages.com/los-angeles-ca/mip/l-h-general-partnership-30385005?lid=30385005","Real Estate Developers","","333 S Central AveLos Angeles, CA 90013","","development","Los+Angeles,+CA"
"1642558","RRR & Wesley Development","(213) 430-2060","https://www.yellowpages.com/los-angeles-ca/mip/rrr-wesley-development-1642558?lid=1642558","Real Estate Developers","","420 S Grand AveLos Angeles, CA 90071","","development","Los+Angeles,+CA"
"460124011","Bridge Housing","(213) 996-8415","https://www.yellowpages.com/los-angeles-ca/mip/bridge-housing-460124011?lid=460124011","Real Estate Developers","","555 W 5th St Ste 3100Los Angeles, CA 90013","","development","Los+Angeles,+CA"
"8254168","Bridge Infill Development Inc","(213) 996-8415","https://www.yellowpages.com/los-angeles-ca/mip/bridge-infill-development-inc-8254168?lid=8254168","Real Estate Developers","","555 W 5th StLos Angeles, CA 90013","","development","Los+Angeles,+CA"
"538454985","Cottonwood Management","(626) 788-2305","https://www.yellowpages.com/los-angeles-ca/mip/cottonwood-management-538454985?lid=538454985","Real Estate Developers","http://www.cottonwoodmgmt.com","333 S Hope StLos Angeles, CA 90071","","development","Los+Angeles,+CA"
"491271431","Hines","(213) 817-6048","https://www.yellowpages.com/los-angeles-ca/mip/hines-491271431?lid=491271431","Real Estate Developers","http://www.hines.com","444 S Flower St Ste 2100Los Angeles, CA 90071","","development","Los+Angeles,+CA"
"503887984","Central City Development Group","(213) 688-4208","https://www.yellowpages.com/los-angeles-ca/mip/central-city-development-group-503887984?lid=503887984","Real Estate Developers","https://ccdg-la.com","601 S Figueroa StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"547625662","IDI Logistics","(213) 330-8066","https://www.yellowpages.com/los-angeles-ca/mip/idi-logistics-547625662?lid=547625662","Real Estate Developers","https://www.idilogistics.com","601 S Figueroa StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"452240920","Fall Truss Group","(213) 892-6312","https://www.yellowpages.com/los-angeles-ca/mip/fall-truss-group-452240920?lid=452240920","Real Estate Developers,Home Builders","http://airea.com","700 S Flower StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"517448890","P E Loft & O Ico Development","(213) 627-5600","https://www.yellowpages.com/los-angeles-ca/mip/p-e-loft-o-ico-development-517448890?lid=517448890","Real Estate Developers","http://www.mtsdevelopment.com","700 S Flower StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"23303001","Duggan Design & Construction0","(213) 250-9830","https://www.yellowpages.com/los-angeles-ca/mip/duggan-design-construction0-23303001?lid=23303001","Real Estate Developers","","1258 W 2nd StLos Angeles, CA 90026","","development","Los+Angeles,+CA"
"505778851","Hughes Jenson","(213) 488-1659","https://www.yellowpages.com/los-angeles-ca/mip/hughes-jenson-505778851?lid=505778851","Real Estate Developers","http://www.jensenhughes.com","1000 Wilshire Blvd Ste 260Los Angeles, CA 90017","","development","Los+Angeles,+CA"
"4087179","A St Construction Co.","(213) 688-7426","https://www.yellowpages.com/los-angeles-ca/mip/a-st-construction-co-4087179?lid=4087179","Real Estate Developers","","783 Kohler StLos Angeles, CA 90021","","development","Los+Angeles,+CA"
"14633913","O'Donnell Atkins","(213) 412-0100","https://www.yellowpages.com/los-angeles-ca/mip/odonnell-atkins-14633913?lid=14633913","Real Estate Developers","","865 S Figueroa StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"512315614","City Century","(213) 265-7328","https://www.yellowpages.com/los-angeles-ca/mip/city-century-512315614?lid=512315614","Real Estate Developers","http://aegworldwide.com","865 S Figueroa StLos Angeles, CA 90017","","development","Los+Angeles,+CA"
"496114829","Urban Partners","(213) 437-0470","https://www.yellowpages.com/los-angeles-ca/mip/urban-partners-496114829?lid=496114829","Real Estate Developers","http://www.mackurban.com","1150 S Olive St Fl 22Los Angeles, CA 90015","","development","Los+Angeles,+CA"
"535632154","Eskimo Construction Inc","(213) 385-1011","https://www.yellowpages.com/los-angeles-ca/mip/eskimo-construction-inc-535632154?lid=535632154","Real Estate Developers","","150 W 12th StLos Angeles, CA 90015","","development","Los+Angeles,+CA"
"5389276","The Gardner Group","(213) 489-9600","https://www.yellowpages.com/los-angeles-ca/mip/the-gardner-group-5389276?lid=5389276","Real Estate Developers","","1601 E Olympic BlvdLos Angeles, CA 90021","","development","Los+Angeles,+CA"
"462623536","Lc2121","(213) 488-2622","https://www.yellowpages.com/los-angeles-ca/mip/lc2121-462623536?lid=462623536","Real Estate Developers","","2121 E 7th PlLos Angeles, CA 90021","","development","Los+Angeles,+CA"
"13610033","DogByte Development","(323) 221-7377","https://www.yellowpages.com/los-angeles-ca/mip/dogbyte-development-13610033?lid=13610033","Real Estate Developers","","612 Moulton AveLos Angeles, CA 90031","","development","Los+Angeles,+CA"
"542738945","Calatlantic Homes","(925) 240-0726","https://www.yellowpages.com/los-angeles-ca/mip/calatlantic-homes-542738945?lid=542738945","Real Estate Developers","http://www.getty.edu/pacificstandardtime","544 Belmont AveLos Angeles, CA 90026","","development","Los+Angeles,+CA"
"535846523","La Development Company Lp","(323) 224-0451","https://www.yellowpages.com/los-angeles-ca/mip/la-development-company-lp-535846523?lid=535846523","Real Estate Developers","","","","development","Los+Angeles,+CA"
"496049262","Rdjy","(323) 226-0478","https://www.yellowpages.com/los-angeles-ca/mip/rdjy-496049262?lid=496049262","Real Estate Developers","","","","development","Los+Angeles,+CA"
"30764752","Mackone Development Inc","(213) 252-9506","https://www.yellowpages.com/los-angeles-ca/mip/mackone-development-inc-30764752?lid=30764752","Real Estate Developers","http://www.mackone.com","","","development","Los+Angeles,+CA"
"455121799","Gillett Construction","(213) 748-7044","https://www.yellowpages.com/los-angeles-ca/mip/gillett-construction-455121799?lid=455121799","Real Estate Developers","","","","development","Los+Angeles,+CA"
"475258076","Asia General Contractor","(323) 232-3398","https://www.yellowpages.com/los-angeles-ca/mip/asia-general-contractor-475258076?lid=475258076","Real Estate Developers","","","","development","Los+Angeles,+CA"
"472517330","Prw Residences LP","(323) 233-2094","https://www.yellowpages.com/los-angeles-ca/mip/prw-residences-lp-472517330?lid=472517330","Real Estate Developers","","","","development","Los+Angeles,+CA"
"9182302","Substainable Housing Development Inc","(213) 385-8917","https://www.yellowpages.com/los-angeles-ca/mip/substainable-housing-development-inc-9182302?lid=9182302","Real Estate Developers","","","","development","Los+Angeles,+CA"
"450989520","Ajit Development & Investment Inc","(323) 222-7097","https://www.yellowpages.com/los-angeles-ca/mip/ajit-development-investment-inc-450989520?lid=450989520","Real Estate Developers","","","","development","Los+Angeles,+CA"
"31188854","Rainbow Child Development Center","(213) 389-1155","https://www.yellowpages.com/los-angeles-ca/mip/rainbow-child-development-center-31188854?lid=31188854","Real Estate Developers","http://rainbowlaup.com","","","development","Los+Angeles,+CA"
"9198133","Padilla Construction","(323) 265-1659","https://www.yellowpages.com/los-angeles-ca/mip/padilla-construction-9198133?lid=9198133","Real Estate Developers","","","","development","Los+Angeles,+CA"
"8559417","Exodus Community Land Bank","(213) 747-1189","https://www.yellowpages.com/los-angeles-ca/mip/exodus-community-land-bank-8559417?lid=8559417","Real Estate Developers","","","","development","Los+Angeles,+CA"
"526486495","Last Minute Sell","(888) 501-6238","https://www.yellowpages.com/los-angeles-ca/mip/last-minute-sell-526486495?lid=526486495","Real Estate Developers","","","","development","Los+Angeles,+CA"
"532713332","Ochoa Acquisitions","(424) 253-6494","https://www.yellowpages.com/los-angeles-ca/mip/ochoa-acquisitions-532713332?lid=532713332","Real Estate Developers","http://ochoaacquisitions.com","","","development","Los+Angeles,+CA"
"6090594","3250 Wilshire Blvd Partners","(213) 487-4444","https://www.yellowpages.com/los-angeles-ca/mip/3250-wilshire-blvd-partners-6090594?lid=6090594","Real Estate Developers,Home Builders","http://www.wilshirecenter.com","","","development","Los+Angeles,+CA"
"453958279","Utility Builders","(818) 309-3045","https://www.yellowpages.com/los-angeles-ca/mip/utility-builders-453958279?lid=453958279","Real Estate Developers","","","","development","Los+Angeles,+CA"
"481275946","5 Star Construction","(213) 382-1391","https://www.yellowpages.com/los-angeles-ca/mip/5-star-construction-481275946?lid=481275946","Real Estate Developers","","","","development","Los+Angeles,+CA"
"4389447","Lichs Development Corp","(323) 260-7947","https://www.yellowpages.com/los-angeles-ca/mip/lichs-development-corp-4389447?lid=4389447","Real Estate Developers","http://litoonline.com","","","development","Los+Angeles,+CA"
"30837133","Building Alernatives","(323) 644-9000","https://www.yellowpages.com/los-angeles-ca/mip/building-alernatives-30837133?lid=30837133","Real Estate Developers","http://www.buildingalternatives.org","","","development","Los+Angeles,+CA"
"3092618","Doori Happy","(213) 380-2244","https://www.yellowpages.com/los-angeles-ca/mip/doori-happy-3092618?lid=3092618","Real Estate Developers","","","","development","Los+Angeles,+CA"
"7720118","Clear View","(213) 487-2887","https://www.yellowpages.com/los-angeles-ca/mip/clear-view-7720118?lid=7720118","Real Estate Developers,Home Builders","","","","development","Los+Angeles,+CA"
"495680444","City Economic Development Corp","(213) 385-2957","https://www.yellowpages.com/los-angeles-ca/mip/city-economic-development-corp-495680444?lid=495680444","Real Estate Developers","","","","development","Los+Angeles,+CA"
"471933468","Delamo Construction","(323) 730-1805","https://www.yellowpages.com/los-angeles-ca/mip/delamo-construction-471933468?lid=471933468","Real Estate Developers","","","","development","Los+Angeles,+CA"
"6010466","Civic Enterprise Associates","(323) 352-8433","https://www.yellowpages.com/los-angeles-ca/mip/civic-enterprise-associates-6010466?lid=6010466","Real Estate Developers","http://www.civicenterprise.com","","","development","Los+Angeles,+CA"
"460212527","USS Cal Builders Inc","(323) 669-0135","https://www.yellowpages.com/los-angeles-ca/mip/uss-cal-builders-inc-460212527?lid=460212527","Real Estate Developers","","","","development","Los+Angeles,+CA"
"23069811","Pk Edward Construction Inc.","(323) 732-0123","https://www.yellowpages.com/los-angeles-ca/mip/pk-edward-construction-inc-23069811?lid=23069811","Real Estate Developers","","","","development","Los+Angeles,+CA"
"9489069","Residential Communities","(323) 644-1353","https://www.yellowpages.com/los-angeles-ca/mip/residential-communities-9489069?lid=9489069","Real Estate Developers,Home Builders","","","","development","Los+Angeles,+CA"
"531891522","JRealty","(888) 868-6156","https://www.yellowpages.com/los-angeles-ca/mip/jrealty-531891522?lid=531891522","Real Estate Developers","http://www.jrealty.org","","","development","Los+Angeles,+CA"
"8392510","Manhattan Home","(213) 427-9140","https://www.yellowpages.com/los-angeles-ca/mip/manhattan-home-8392510?lid=8392510","Real Estate Developers","","","","development","Los+Angeles,+CA"
"7124608","Hollywood Community Housing Corporation","(323) 469-0710","https://www.yellowpages.com/los-angeles-ca/mip/hollywood-community-housing-corporation-7124608?lid=7124608","Real Estate Developers","http://www.hollywoodhousing.org","","","development","Los+Angeles,+CA"
"463565798","Huntington Hacienda","(323) 223-8243","https://www.yellowpages.com/los-angeles-ca/mip/huntington-hacienda-463565798?lid=463565798","Real Estate Developers","http://www.sandalwoodliving.com/us/rm/proppage.aspx?property=huntington-hacienda-2&rmpropid=044","","","development","Los+Angeles,+CA"
